553092,4b527d00f964a5208b7f27e3,5
1534496,4b586542f964a520db5528e3,6
187512,4b586542f964a520db5528e3,5
607031,4b586542f964a520db5528e3,10
392728,4b586542f964a520db5528e3,10
772807,4b586542f964a520db5528e3,1
200467,4b586542f964a520db5528e3,7
157846,4b586542f964a520db5528e3,10
289776,4b586542f964a520db5528e3,2
303123,4b586542f964a520db5528e3,10
222165,4b586542f964a520db5528e3,10
436531,4b586542f964a520db5528e3,10
222246,4b586542f964a520db5528e3,10
1652174,4b586542f964a520db5528e3,10
820303,4b586542f964a520db5528e3,5
92787,4b586542f964a520db5528e3,10
1433067,4b586542f964a520db5528e3,10
1240111,4b586542f964a520db5528e3,2
2154329,4b586542f964a520db5528e3,3
2364894,4b589a10f964a5209e6028e3,10
1354379,4b589a10f964a5209e6028e3,10
291291,4b589a10f964a5209e6028e3,10
2381481,4b589a10f964a5209e6028e3,10
169513,4b5e00b3f964a5208f7829e3,1
1534496,4b5e00b3f964a5208f7829e3,6
217651,4b5e00b3f964a5208f7829e3,10
273684,4b5e00b3f964a5208f7829e3,4
887387,4b5e00b3f964a5208f7829e3,5
195526,4b5e00b3f964a5208f7829e3,1
176391,4b5e00b3f964a5208f7829e3,0
540867,4b5e00b3f964a5208f7829e3,1
191582,4b5e00b3f964a5208f7829e3,5
2162093,4b5e00b3f964a5208f7829e3,10
251652,4b5e00b3f964a5208f7829e3,10
1794474,4b5e00b3f964a5208f7829e3,1
1152761,4b5e00b3f964a5208f7829e3,10
239585,4b5e00b3f964a5208f7829e3,10
1321032,4b5e00b3f964a5208f7829e3,5
168180,4b5e00b3f964a5208f7829e3,10
430735,4b5e00b3f964a5208f7829e3,10
2469529,4b5e00b3f964a5208f7829e3,5
236882,4b5e00b3f964a5208f7829e3,10
2675753,4b5e00b3f964a5208f7829e3,10
513573,4b5e00b3f964a5208f7829e3,5
2733324,4b5e00b3f964a5208f7829e3,10
614120,4b603b51f964a5201bdb29e3,5
477360,4b603b51f964a5201bdb29e3,2
72868,4b603b51f964a5201bdb29e3,1
388998,4b603b51f964a5201bdb29e3,5
463184,4b603b51f964a5201bdb29e3,10
2172250,4b603b51f964a5201bdb29e3,10
377251,4b603b51f964a5201bdb29e3,3
514868,4b603b51f964a5201bdb29e3,3
618561,4b648891f964a5207bbb2ae3,1
193278,4b648891f964a5207bbb2ae3,10
233729,4b648891f964a5207bbb2ae3,5
153180,4b648891f964a5207bbb2ae3,6
1489905,4b648891f964a5207bbb2ae3,2
838260,4b648891f964a5207bbb2ae3,1
577729,4b648891f964a5207bbb2ae3,5
351775,4b648891f964a5207bbb2ae3,10
2163192,4b648891f964a5207bbb2ae3,1
183027,4b648891f964a5207bbb2ae3,5
409219,4b648891f964a5207bbb2ae3,1
468701,4b648891f964a5207bbb2ae3,3
540867,4b648891f964a5207bbb2ae3,1
2154329,4b648891f964a5207bbb2ae3,3
214951,4b648891f964a5207bbb2ae3,1
7138,4b648891f964a5207bbb2ae3,1
1203348,4b648891f964a5207bbb2ae3,1
151352,4b648891f964a5207bbb2ae3,0
113281,4b648891f964a5207bbb2ae3,1
191582,4b648891f964a5207bbb2ae3,1
1458125,4b648891f964a5207bbb2ae3,2
2233149,4b648891f964a5207bbb2ae3,10
422602,4b648891f964a5207bbb2ae3,3
830922,4b648891f964a5207bbb2ae3,3
2162093,4b648891f964a5207bbb2ae3,3
1585499,4b648891f964a5207bbb2ae3,4
168180,4b648891f964a5207bbb2ae3,1
651039,4b648891f964a5207bbb2ae3,0
1378928,4b648891f964a5207bbb2ae3,3
1728958,4b648891f964a5207bbb2ae3,2
569668,4b648891f964a5207bbb2ae3,5
819825,4b648891f964a5207bbb2ae3,2
1794474,4b648891f964a5207bbb2ae3,0
1325852,4b648891f964a5207bbb2ae3,10
1774518,4b648891f964a5207bbb2ae3,3
325023,4b648891f964a5207bbb2ae3,5
2123932,4b648891f964a5207bbb2ae3,2
1961944,4b648891f964a5207bbb2ae3,10
183539,4b648891f964a5207bbb2ae3,3
251643,4b648891f964a5207bbb2ae3,5
168628,4b648891f964a5207bbb2ae3,10
514621,4b648891f964a5207bbb2ae3,2
2529578,4b648891f964a5207bbb2ae3,10
403939,4b648891f964a5207bbb2ae3,1
1600375,4b648891f964a5207bbb2ae3,5
53285,4b648891f964a5207bbb2ae3,1
618940,4b648891f964a5207bbb2ae3,1
251602,4b64a47ef964a520edc42ae3,9
173531,4b64a47ef964a520edc42ae3,10
2154489,4b64a47ef964a520edc42ae3,10
146912,4b64a47ef964a520edc42ae3,10
1672819,4b64a47ef964a520edc42ae3,10
176391,4b64b06df964a5209ac82ae3,3
1133240,4b64b06df964a5209ac82ae3,3
214951,4b64b06df964a5209ac82ae3,3
188443,4b64b06df964a5209ac82ae3,10
244883,4b64b06df964a5209ac82ae3,10
774588,4b6563d3f964a5204def2ae3,3
674587,4b65e870f964a52090072be3,3
153682,4b65e870f964a52090072be3,10
724523,4b65e870f964a52090072be3,10
152535,4b65e870f964a52090072be3,10
542708,4b65e870f964a52090072be3,5
302238,4b65eb75f964a5205e082be3,10
273684,4b65eb75f964a5205e082be3,2
221402,4b669737f964a520ea242be3,8
46498,4b66d045f964a520d72b2be3,10
432116,4b673bd1f964a520e0422be3,10
264717,4b673bd1f964a520e0422be3,5
2028795,4b673bd1f964a520e0422be3,7
1455832,4b6ac84bf964a5201ae02be3,10
202441,4b6ac84bf964a5201ae02be3,5
341052,4b6ac84bf964a5201ae02be3,10
774588,4b6c9f38f964a5203c472ce3,10
2128625,4b6c9f38f964a5203c472ce3,10
551923,4b6c9f38f964a5203c472ce3,10
175566,4b6c9f38f964a5203c472ce3,10
813904,4b6c9f38f964a5203c472ce3,5
882613,4b6c9f38f964a5203c472ce3,5
56881,4b6c9f38f964a5203c472ce3,10
352094,4b6c9f38f964a5203c472ce3,10
2525413,4b6c9f38f964a5203c472ce3,10
1704894,4b6c9f38f964a5203c472ce3,10
872593,4b6c9f38f964a5203c472ce3,10
724073,4b6c9f38f964a5203c472ce3,10
1042572,4b6c9f38f964a5203c472ce3,5
377251,4b6c9f38f964a5203c472ce3,3
712941,4b6c9f38f964a5203c472ce3,10
431043,4b6dcd73f964a52038912ce3,10
71037,4b6dcd73f964a52038912ce3,10
153180,4b708106f964a5208d1e2de3,9
183027,4b708106f964a5208d1e2de3,10
682548,4b708106f964a5208d1e2de3,10
71832,4b708106f964a5208d1e2de3,10
2154329,4b708106f964a5208d1e2de3,5
1233052,4b708106f964a5208d1e2de3,10
214951,4b708106f964a5208d1e2de3,3
653422,4b70e7abf964a520b8332de3,10
617093,4b70e7abf964a520b8332de3,3
84659,4b70e7abf964a520b8332de3,10
910204,4b72ab8bf964a5200d832de3,0
805538,4b72ab8bf964a5200d832de3,10
1857749,4b72ab8bf964a5200d832de3,10
195766,4b72ab8bf964a5200d832de3,5
1135410,4b72ab8bf964a5200d832de3,1
1369272,4b72ab8bf964a5200d832de3,2
1735688,4b72ab8bf964a5200d832de3,10
521304,4b72ab8bf964a5200d832de3,5
1168552,4b72ab8bf964a5200d832de3,10
2340451,4b72ab8bf964a5200d832de3,5
1656501,4b72ab8bf964a5200d832de3,3
1678794,4b72ab8bf964a5200d832de3,10
1927872,4b72ab8bf964a5200d832de3,10
1998861,4b72ab8bf964a5200d832de3,5
174777,4b72ab8bf964a5200d832de3,3
174070,4b72ab8bf964a5200d832de3,10
2147581,4b72ab8bf964a5200d832de3,10
183786,4b72ab8bf964a5200d832de3,10
26003,4b7577ecf964a520600e2ee3,3
313200,4b76bcf3f964a520b15b2ee3,10
1149208,4b76bcf3f964a520b15b2ee3,10
813321,4b76bcf3f964a520b15b2ee3,5
357011,4b76bcf3f964a520b15b2ee3,10
90512,4b76bcf3f964a520b15b2ee3,10
597564,4b76bcf3f964a520b15b2ee3,10
229620,4b76bcf3f964a520b15b2ee3,10
241891,4b76bcf3f964a520b15b2ee3,10
2590065,4b76bcf3f964a520b15b2ee3,10
261135,4b76bcf3f964a520b15b2ee3,10
540867,4b76bcf3f964a520b15b2ee3,10
910204,4b770272f964a52027742ee3,3
863648,4b770272f964a52027742ee3,4
104043,4b770272f964a52027742ee3,10
1804238,4b770272f964a52027742ee3,5
1811772,4b770272f964a52027742ee3,10
477360,4b770272f964a52027742ee3,2
678257,4b770272f964a52027742ee3,3
1094197,4b770272f964a52027742ee3,10
57984,4b770272f964a52027742ee3,10
212378,4b770272f964a52027742ee3,10
430972,4b770272f964a52027742ee3,10
1314755,4b770272f964a52027742ee3,10
137998,4b770272f964a52027742ee3,10
419602,4b770272f964a52027742ee3,10
712854,4b770272f964a52027742ee3,10
1567862,4b770272f964a52027742ee3,10
1344007,4b770272f964a52027742ee3,10
388998,4b770272f964a52027742ee3,5
